# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.entities.ms,1779836360560000000,1779836392121000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1779836360560000000,1779836392121000000,0
jps.project.serializers.load.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1779836360560000000,1779836392121000000,0
jps.load.project.to.empty.storage.ms,1779836360560000000,1779836392121000000,0
workspaceModel.moduleBridge.before.changed.ms,1779836360560000000,1779836392121000000,0
jps.facet.change.listener.init.bridge.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1779836360560000000,1779836392121000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1779836360560000000,1779836392121000000,138
workspaceModel.moduleManagerBridge.load.all.modules.ms,1779836360560000000,1779836392121000000,0
workspaceModel.load.cache.from.file.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.instances.count,1779836360560000000,1779836392121000000,18
jps.global.initialize.library.bridges.ms,1779836360560000000,1779836392121000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1779836360560000000,1779836392121000000,6
jps.global.get.libraries.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1779836360560000000,1779836392121000000,184
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1779836360560000000,1779836392121000000,4
workspaceModel.load.cache.metadata.from.file.ms,1779836360560000000,1779836392121000000,0
workspaceModel.sync.entities.ms,1779836360560000000,1779836392121000000,0
jps.global.handle.before.change.events.ms,1779836360560000000,1779836392121000000,0
jps.app.storage.content.reader.load.component.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1779836360560000000,1779836392121000000,1
jps.project.serializers.save.ms,1779836360560000000,1779836392121000000,85
jps.global.handle.changed.events.ms,1779836360560000000,1779836392121000000,0
jps.modifiable.module.model.bridge.disposing.ms,1779836360560000000,1779836392121000000,0
jps.storage.jps.conf.reader.load.component.ms,1779836360560000000,1779836392121000000,0
jps.artifact.entities.serializer.save.entities.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1779836360560000000,1779836392121000000,0
jps.load.initial.state.ms,1779836360560000000,1779836392121000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1779836360560000000,1779836392121000000,0
jps.library.entities.serializer.save.entities.ms,1779836360560000000,1779836392121000000,24
workspaceModel.moduleManagerBridge.create.module.instance.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1779836360560000000,1779836392121000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1779836360560000000,1779836392121000000,66
jps.global.get.library.ms,1779836360560000000,1779836392121000000,0
jps.global.initialize.library.bridges.after.loading.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1779836360560000000,1779836392121000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1779836360560000000,1779836392121000000,7
jps.module.iml.entities.serializer.load.entities.ms,1779836360560000000,1779836392121000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1779836360560000000,1779836392121000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1779836360560000000,1779836392121000000,0
jps.save.changed.project.entities.ms,1779836360560000000,1779836392121000000,85
workspaceModel.global.apply.state.to.project.builder.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1779836360560000000,1779836392121000000,2
jps.reload.project.entities.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1779836360560000000,1779836392121000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1779836360560000000,1779836392121000000,166
workspaceModel.global.updates.ms,1779836360560000000,1779836392121000000,26
workspaceModel.moduleManagerBridge.build.module.graph.ms,1779836360560000000,1779836392121000000,1
jps.modifiable.module.model.bridge.load.module.ms,1779836360560000000,1779836392121000000,0
jps.library.entities.serializer.load.entities.ms,1779836360560000000,1779836392121000000,0
workspaceModel.global.apply.state.to.project.ms,1779836360560000000,1779836392121000000,20
workspaceModel.moduleManagerBridge.load.module.ms,1779836360560000000,1779836392121000000,0
jps.global.get.library.by.name.ms,1779836360560000000,1779836392121000000,0
jps.apply.loaded.storage.ms,1779836360560000000,1779836392121000000,0
jps.app.storage.content.writer.save.component.ms,1779836360560000000,1779836392121000000,5
parser.HTML.time.ns,1779836360560000000,1779836392121000000,845529947
DiskQueryRelay.tasksRequested,1779836360560000000,1779836392121000000,30620
writeAction.wait.ms,1779836360560000000,1779836392121000000,201
LowMemory.gcLoad,1779836360560000000,1779836392121000000,0.0
lexer.Manifest.size.bytes,1779836360560000000,1779836392121000000,1665
lexer.XML.time.ns,1779836360560000000,1779836392121000000,125770565
parser.Properties.time.ns,1779836360560000000,1779836392121000000,8653573
parser.IgnoreLang.time.ns,1779836360560000000,1779836392121000000,1860793
writeAction.median.wait.ms,1779836360560000000,1779836392121000000,100
parser.JSON.size.bytes,1779836360560000000,1779836392121000000,104
writeAction.max.wait.ms,1779836360560000000,1779836392121000000,111
parser.IgnoreLang.size.bytes,1779836360560000000,1779836392121000000,12
lexer.XML.size.bytes,1779836360560000000,1779836392121000000,605305
parser.Manifest.time.ns,1779836360560000000,1779836392121000000,14852907
lexer.HTML.size.bytes,1779836360560000000,1779836392121000000,935451
DiskQueryRelay.tasksExecuted,1779836360560000000,1779836392121000000,30597
lexer.JSON.time.ns,1779836360560000000,1779836392121000000,27382323
parser.XHTML.size.bytes,1779836360560000000,1779836392121000000,6093
parser.Properties.size.bytes,1779836360560000000,1779836392121000000,5718
LowMemory.gcOverloaded,1779836360560000000,1779836392121000000,0
lexer.Properties.size.bytes,1779836360560000000,1779836392121000000,5718
parser.JAVA.size.bytes,1779836360560000000,1779836392121000000,1480414
parser.XML.size.bytes,1779836360560000000,1779836392121000000,605305
lexer.XHTML.time.ns,1779836360560000000,1779836392121000000,5060389
parser.Manifest.size.bytes,1779836360560000000,1779836392121000000,1665
lexer.JAVA.time.ns,1779836360560000000,1779836392121000000,40656469
parser.XHTML.time.ns,1779836360560000000,1779836392121000000,11811303
writeAction.count,1779836360560000000,1779836392121000000,23
DiskQueryRelay.taskWaitingTotalTimeUs,1779836360560000000,1779836392121000000,26339776
parser.JAVA.time.ns,1779836360560000000,1779836392121000000,1197979402
DiskQueryRelay.taskExecutionTotalTimeUs,1779836360560000000,1779836392121000000,18353617
lexer.JSON.size.bytes,1779836360560000000,1779836392121000000,434968
lexer.Manifest.time.ns,1779836360560000000,1779836392121000000,910775
lexer.Properties.time.ns,1779836360560000000,1779836392121000000,648990
lexer.IgnoreLang.time.ns,1779836360560000000,1779836392121000000,92252
parser.XML.time.ns,1779836360560000000,1779836392121000000,504
lexer.IgnoreLang.size.bytes,1779836360560000000,1779836392121000000,12
lexer.JAVA.size.bytes,1779836360560000000,1779836392121000000,1338828
parser.HTML.size.bytes,1779836360560000000,1779836392121000000,935451
lexer.XHTML.size.bytes,1779836360560000000,1779836392121000000,6093
parser.JSON.time.ns,1779836360560000000,1779836392121000000,12
lexer.HTML.time.ns,1779836360560000000,1779836392121000000,1402214391
JVM.totalCpuTimeMs,1779836360560000000,1779836392121000000,138870
MEM.ramBytes,1779836360560000000,1779836392121000000,2598010880
JVM.GC.collectionTimesMs,1779836360560000000,1779836392121000000,604
MEM.ramMinusFileMappingsBytes,1779836360560000000,1779836392121000000,1987059712
JVM.totalBytesAllocated,1779836360560000000,1779836392121000000,4361676056
OS.loadAverage,1779836360560000000,1779836392121000000,10.4365234375
MEM.fileMappingsRamBytes,1779836360560000000,1779836392121000000,610951168
JVM.totalTimeAtSafepointsMs,1779836360560000000,1779836392121000000,636
JVM.committedHeapBytes,1779836360560000000,1779836392121000000,1073741824
JVM.GC.collections,1779836360560000000,1779836392121000000,15
JVM.threadCount,1779836360560000000,1779836392121000000,81
JVM.newThreadsCount,1779836360560000000,1779836392121000000,56
JVM.maxThreadCount,1779836360560000000,1779836392121000000,168
JVM.usedHeapBytes,1779836360560000000,1779836392121000000,491796656
MEM.ramPlusSwapMinusFileMappingsBytes,1779836360560000000,1779836392121000000,1987059712
JVM.totalSafepointCount,1779836360560000000,1779836392121000000,16
JVM.usedNativeBytes,1779836360560000000,1779836392121000000,361965632
JVM.totalDirectByteBuffersBytes,1779836360560000000,1779836392121000000,41943041
JVM.maxHeapBytes,1779836360560000000,1779836392121000000,11584667648
JVM.totalTimeToSafepointsMs,1779836360560000000,1779836392121000000,11
NonBlockingReadAction.failedExecutionTimeUs,1779836360560000000,1779836392121000000,2165
NonBlockingReadAction.finalizedExecutionTimeUs,1779836360560000000,1779836392121000000,341541
NonBlockingReadAction.finalizedExecutionsCount,1779836360560000000,1779836392121000000,713
NonBlockingReadAction.failedExecutionsCount,1779836360560000000,1779836392121000000,1
AWTEventQueue.dispatchTimeTotalNS,1779836360560000000,1779836392121000000,2450937606
